layer,output_norm,yd_emb_norm
2,24.578832626342773,3.1741840839385986
2,24.756248474121094,3.17393159866333
2,24.252857208251953,3.173675298690796
2,24.33163833618164,3.1734354496002197
2,24.945890426635742,3.173236131668091
2,25.51463508605957,3.1730594635009766
2,25.52674102783203,3.1728670597076416
2,25.283781051635742,3.1726338863372803
2,24.822315216064453,3.172368288040161
2,24.36145782470703,3.172064781188965
2,23.87165069580078,3.1717846393585205
2,24.530332565307617,3.1715145111083984
2,25.795141220092773,3.171257972717285
2,25.931907653808594,3.171006202697754
2,26.367809295654297,3.170743703842163
2,25.460569381713867,3.1704518795013428
2,25.08124351501465,3.1701364517211914
2,24.798648834228516,3.169764280319214
2,23.934764862060547,3.169430732727051
2,24.13373374938965,3.16910457611084
2,24.977128982543945,3.1687731742858887
2,25.476293563842773,3.1684319972991943
2,25.241008758544922,3.16808819770813
2,25.9962215423584,3.1678006649017334
2,25.653669357299805,3.16754150390625
2,25.523761749267578,3.167266368865967
2,25.6114444732666,3.1670055389404297
2,25.47825050354004,3.1668179035186768
2,25.611976623535156,3.16660475730896
2,25.73995590209961,3.1663646697998047
2,25.78891372680664,3.166088104248047
2,25.338130950927734,3.165797472000122
2,25.630727767944336,3.165797472000122
2,25.245880126953125,3.165797472000122
2,25.482852935791016,3.165797472000122
2,25.567279815673828,3.165797472000122
2,25.168838500976562,3.165797472000122
2,25.168838500976562,3.165797472000122
2,25.13142967224121,3.165797472000122
2,25.13142967224121,3.165797472000122
2,25.708181381225586,3.165797472000122
2,25.708181381225586,3.165797472000122
2,25.584806442260742,3.165797472000122
2,25.584806442260742,3.165797472000122
2,25.199363708496094,3.165797472000122
2,25.199363708496094,3.165797472000122
2,25.432035446166992,3.165797472000122
2,26.012470245361328,3.1654741764068604
2,25.736848831176758,3.165135383605957
2,25.92991065979004,3.1647982597351074
2,25.488487243652344,3.164487838745117
2,25.589313507080078,3.164186716079712
2,25.50141716003418,3.1638708114624023
2,25.093650817871094,3.1635618209838867
2,25.420387268066406,3.163250684738159
2,25.457483291625977,3.1629385948181152
2,25.100997924804688,3.162614583969116
2,24.894519805908203,3.162285566329956
2,25.11299705505371,3.1619527339935303
2,24.86328125,3.161638021469116
2,25.555103302001953,3.161346435546875
